Tissue,Protein,Coefficient
Organismal,GGT1,0.1631525202
Organismal,GGT5,-0.2605255306
Organismal,GLB1,0.0852564002
Organismal,GLO1,-0.0914880322
Organismal,GLOD4,0.4101288072
Organismal,GLRX,-0.0330620034
Organismal,GMPR,0.0898484537
Organismal,GNE,-0.0144807887
Organismal,GOLM2,-0.0706042345
Organismal,GOPC,-0.0256567619
Organismal,GP1BA,0.0715261009
Organismal,GP6,-0.121731681
Organismal,GPC1,0.0097331412
Organismal,GPKOW,-0.0466937638
Organismal,GPNMB,-0.3424278549
Organismal,GRAP2,0.320946075
Organismal,GRK5,-0.0768132519
Organismal,GRN,-0.191855877
Organismal,GRPEL1,0.0197327924
Organismal,GSAP,-0.0212299769
Organismal,GSTA1,0.0568145928
Organismal,GSTP1,0.0631335108
Organismal,GUSB,0.0185385945
Organismal,GYS1,0.0618459772
Organismal,HAGH,0.0485739649
Organismal,HARS1,0.1526963711
Organismal,HAVCR2,-0.0940894634
Organismal,HBEGF,-0.038533196
Organismal,HDGF,0.0260782335
Organismal,HEBP1,-0.0109935512
Organismal,HEXIM1,0.127815078
Organismal,HGS,-0.1212818801
Organismal,HK2,0.0413681909
Organismal,HLA-DRA,-0.0608484081
Organismal,HLA-E,-0.0208857962
Organismal,HMBS,-0.1103377761
Organismal,HMOX2,-0.0759705344
Organismal,HNMT,0.1142838168
Organismal,HNRNPK,-0.0029393041
Organismal,HPCAL1,0.0605044909
Organismal,HPGDS,0.1303331824
Organismal,HS3ST3B1,-0.2403700055
Organismal,HS6ST1,0.0055224442
Organismal,HSP90B1,-0.0013972778
Organismal,HSPA1A,-0.3622992199
Organismal,HSPB1,-0.0066115665
Organismal,HSPB6,0.037126938
Organismal,HSPG2,-1.264007288
Organismal,HTRA2,-0.0928979688
Organismal,HYAL1,-0.0694327911
Organismal,HYOU1,-0.3478511899
Organismal,ICA1,0.0218265711
Organismal,ICAM1,0.0949333241
Organismal,ICAM2,0.1790832699
Organismal,ICAM4,0.0249053702
Organismal,ICAM5,-0.1277851625
Organismal,ICOSLG,-0.2942556663
Organismal,IDUA,0.0630194651
Organismal,IFNG,-0.0271974965
Organismal,IFNGR1,0.1137368964
Organismal,IFNGR2,0.0091690222
Organismal,IFNL1,-0.0353184427
Organismal,IFNLR1,-0.1368260521
Organismal,IGF1R,0.3575380535
Organismal,IGF2R,0.3656720293
Organismal,IGFBP2,0.141142098
Organismal,IGFBP3,0.1596574861
Organismal,IGFBP4,-0.0980291609
Organismal,IGFBP6,-0.1027056606
Organismal,IGFBP7,0.0329054862
Organismal,IGFBPL1,0.1301111187
Organismal,IGSF3,-0.2662750123
Organismal,IGSF8,-0.593756054
Organismal,IKBKG,-0.0141906523
Organismal,IKZF2,-0.0654302728
Organismal,IL10,-0.0553815547
Organismal,IL10RA,-0.0147132397
Organismal,IL10RB,-0.0794150927
Organismal,IL11,0.0070952349
Organismal,IL12A_IL12B,-0.0418040001
Organismal,IL12B,0.0050258179
Organismal,IL12RB1,0.0086596262
Organismal,IL13RA1,-0.0425204488
Organismal,IL15,-0.5335257187
Organismal,IL15RA,0.0486341273
Organismal,IL17A,-0.0887014082
Organismal,IL17C,0.0394730717
Organismal,IL17D,0.5552007589
Organismal,IL17F,-0.0297203362
Organismal,IL17RB,0.1034478995
Organismal,IL18,0.1242805631
Organismal,IL18BP,0.2216576523
Organismal,IL18R1,-0.0439510858
Organismal,IL19,0.0926922634
Organismal,IL1A,0.0139216762
Organismal,IL1R1,-0.1930360941
Organismal,IL1RAP,0.0599438351
Organismal,IL1RL1,-0.148190683
Organismal,IL1RL2,0.1204281414
Organismal,IL1RN,-0.1327103598
Organismal,IL2,0.062777281
Organismal,IL20,0.0192815367
Organismal,IL20RA,0.003286728
Organismal,IL22RA1,0.0172838818
Organismal,IL24,0.0454319606
Organismal,IL2RA,0.1367165831
Organismal,IL32,-0.083185229
Organismal,IL33,0.0018029034
Organismal,IL34,0.0048820166
Organismal,IL3RA,-0.1859780988
Organismal,IL4R,-0.0788717282
Organismal,IL5RA,0.2472908934
Organismal,IL6,0.0759312853
Organismal,IL6R,-0.099134989
Organismal,IL6ST,-0.2304589329
Organismal,IL7,0.0116774364
Organismal,IL7R,-0.2100613231
Organismal,ILKAP,-0.0172903263
Organismal,IMPA1,0.0272689019
Organismal,ING1,-0.0791119238
Organismal,INPP1,-0.1109906811
Organismal,INPPL1,-0.0421649656
Organismal,IPCEF1,-0.1782170527
Organismal,IQGAP2,0.0324470848
Organismal,IRAG2,-0.0992434886
Organismal,IRAK1,0.0648541491
Organismal,IRAK4,0.0263900938
Organismal,ISM1,-0.0076262412
Organismal,ITGA11,-0.1105262274
Organismal,ITGA6,0.0699855981
Organismal,ITGAV,2.3650094528
Organismal,ITGB1,-0.3436893396
Organismal,ITGB1BP1,-0.0188060018
Organismal,ITGB5,1.0975152411
Organismal,ITGB7,-0.1315948167
Organismal,ITM2A,0.0484557161
Organismal,IVD,0.020365278
Organismal,JAM2,-0.1941826525
Organismal,JCHAIN,0.0559027036
Organismal,JUN,-0.0610650497
Organismal,KAZALD1,-0.0271635793
Organismal,KDR,-0.0647093119
Organismal,KIT,-0.9721229897
Organismal,KITLG,0.0171154822
Organismal,KLB,0.0123358735
Organismal,KLK10,-0.3036159641
Organismal,KLK11,0.0887479657
Organismal,KLK12,0.0339486091
Organismal,KLK13,-0.1577565318
Organismal,KLK14,-0.3852154536
Organismal,KLK6,1.1493287344
Organismal,KLK8,-0.6407304799
Organismal,KLRB1,-0.0347191166
Organismal,KLRD1,0.2044329887
Organismal,KRT18,-0.1033923412
Organismal,KRT19,0.0653148328
Organismal,KRT5,-0.2276224341
Organismal,KYAT1,0.0660428123
Organismal,KYNU,0.049063228
Organismal,L1CAM,1.0048354269
Organismal,LACTB2,0.1701362991
Organismal,LAG3,0.3090427549
Organismal,LAIR1,0.0527714997
Organismal,LAIR2,-0.0004955762
Organismal,LAMA4,-0.6524151406
Organismal,LAMP2,-0.3589419005
Organismal,LAP3,0.1168751345
Organismal,LAT,-0.1195811533
Organismal,LAYN,0.4061582117
Organismal,LBR,-0.2882521738
Organismal,LCN2,0.0572086341
Organismal,LEPR,0.5417672677
Organismal,LGALS1,-0.0848990608
Organismal,LGALS7_LGALS7B,0.2058183484
Organismal,LGALS8,-0.1176784344
Organismal,LGALS9,-0.0283251855
Organismal,LGMN,-0.0619909854
Organismal,LIF,0.0119799106
Organismal,LIFR,-0.214709335
Organismal,LILRB4,-0.3042341811
Organismal,LILRB5,0.0467375243
Organismal,LPL,-0.1322263074
Organismal,LRIG1,-0.0315755789
Organismal,LRP1,0.3402796716
Organismal,LRP11,0.0366987602
Organismal,LRPAP1,-0.1145640922
Organismal,LRRN1,-0.274708335
Organismal,LSM1,0.0296565361
Organismal,LSP1,0.0033576667
Organismal,LTA,-0.1484359808
Organismal,LTA4H,-0.2704692697
Organismal,LTBP3,0.0359553787
Organismal,LTO1,0.0446861386
Organismal,LXN,0.1072900631
Organismal,LY6D,0.2406711622
Organismal,LY75,0.0842139854
Organismal,LY9,-0.0924858721
Organismal,LY96,0.2347074767
Organismal,LYPD1,-0.0046241815
Organismal,LYPD3,-0.4045569307
Organismal,MAD1L1,-0.0102008294
Organismal,MAEA,-0.0132571706
Organismal,MAGED1,-0.0733296261
Organismal,MANF,-0.0005975256
Organismal,MANSC1,0.2665504336
Organismal,MAP2K6,-0.1141088531
Organismal,MAP3K5,0.1131972816
Organismal,MAP4K5,-0.186665292
Organismal,MASP1,0.1831962405
Organismal,MATN2,-0.234796432
Organismal,MATN3,-0.3290025147
Organismal,MAVS,-0.1688436751
Organismal,MAX,-0.2210335903
Organismal,MB,-0.1000047847
Organismal,MCAM,0.280609696
Organismal,MCFD2,-0.1475205733
Organismal,MDK,-0.3677516295
Organismal,MED18,-0.0328376063
Organismal,MEGF9,0.3838066084
Organismal,MERTK,0.1713218824
Organismal,MESD,-0.0352458917
Organismal,METAP1,-0.0714671974
Organismal,METAP1D,0.0497125081
Organismal,METAP2,0.0571259506
Organismal,MFAP3,-0.0316259675
Organismal,MFAP5,-0.1313326712
Organismal,MGMT,0.02872842
Organismal,MIA,-0.2263698157
Organismal,MICB_MICA,-0.0265257384
Organismal,MIF,-0.1250038598
Organismal,MILR1,-0.0162216473
Organismal,MITD1,0.0097583423
Organismal,MME,-0.0599605738
Organismal,MMP1,0.0798859932
Organismal,MMP10,-0.1384016913
Organismal,MMP12,0.3753255435
Organismal,MMP13,0.1829841931
Organismal,MMP3,-0.1607112563
Organismal,MMP7,0.1920890077
Organismal,MPI,0.1336979882
Organismal,MPIG6B,0.0170894148
Organismal,MRPL46,-0.0856796618
Organismal,MSLN,-0.1189239773
Organismal,MSR1,0.0296121853
Organismal,MSRA,0.0776306479
Organismal,MSTN,-0.0186635181
Organismal,MUC16,-0.0214093069
Organismal,MVK,-0.0843007602
Organismal,MYOC,-0.1106412074
Organismal,NAAA,-0.0073875443
Organismal,NADK,0.1521897949
Organismal,NAMPT,0.0240038617
Organismal,NBL1,-0.7330274201
Organismal,NBN,0.0095146716
Organismal,NCAM1,0.2501341143
Organismal,NCAM2,-0.147795102
Organismal,NCK2,0.0008379126
Organismal,NCLN,0.0266005465
Organismal,NCS1,0.2011720858
Organismal,NDRG1,-0.0594583722
Organismal,NDUFS6,-0.0148152056
Organismal,NECTIN2,-0.1261028426
Organismal,NECTIN4,-0.1568130908
Organismal,NELL1,0.1800448554
Organismal,NELL2,-0.6284133105
Organismal,NFASC,0.3693436812
Organismal,NFATC1,0.0714450322
Organismal,NFATC3,-0.1664192312
Organismal,NFKBIE,0.0493517111
Organismal,NGF,-0.0664984731
Organismal,NID1,-0.5889827562
Organismal,NID2,-0.1004248426
Organismal,NINJ1,0.0177132017
Organismal,NME3,-0.2478264822
Organismal,NMNAT1,0.1615934009
Organismal,NOMO1,0.2720216235
Organismal,NOS1,-0.0097602707
Organismal,NOS3,-0.0706897401
Organismal,NOTCH1,0.5356480991
Organismal,NOTCH3,0.5857544968
Organismal,NPDC1,-0.7696399791
Organismal,NPPC,-0.3282743293
Organismal,NPTN,-0.0432706878
Organismal,NPY,-0.0582382233
Organismal,NRCAM,-0.7878099869
Organismal,NRP1,0.0264038165
Organismal,NRP2,0.3084694008
Organismal,NRTN,-0.0337559613
Organismal,NSFL1C,0.0243247346
Organismal,NT5C3A,0.2546607581
Organismal,NT5E,0.0475378925
Organismal,NTF3,-0.633715369
Organismal,NTF4,-0.0900619524
Organismal,NTRK2,0.5490261823
Organismal,NTRK3,0.4920763168
Organismal,NTproBNP,0.0806254536
Organismal,NUB1,0.1273876658
Organismal,NUCB2,-0.3531688808
Organismal,NUDC,-0.0209191075
Organismal,NUDT2,-0.0620711419
Organismal,NUDT5,-0.0051172177
Organismal,NXPH1,0.0231100631
Organismal,OBP2B,-0.1371802837
Organismal,OGFR,-0.0084954779
Organismal,OGN,0.3069751741
Organismal,OLR1,0.1332388351
Organismal,OMD,0.5828803349
Organismal,OPTC,0.1286927915
Organismal,OSMR,0.3689968624
Organismal,P4HB,-0.3339155999
Organismal,PADI2,-0.0313057405
Organismal,PAG1,-0.1390327177
Organismal,PAK4,0.0298831689
Organismal,PAM,0.0447285423
Organismal,PAMR1,0.5024381976
Organismal,PAPPA,-0.0435849763
Organismal,PARP1,0.0650166494
Organismal,PBLD,0.003439302
Organismal,PCDH1,0.117558853
Organismal,PCDH17,-0.260288359
Organismal,PDCD1,-0.0977134061
Organismal,PDCD1LG2,0.1350880556
Organismal,PDCD5,-0.0823925371
Organismal,PDCD6,-0.0277983672
Organismal,PDGFB,-0.1533409241
Organismal,PDGFC,-0.0240651866
Organismal,PDGFRA,-0.3808941231
Organismal,PDGFRB,0.0053638075
Organismal,PDLIM7,0.0047383659
Organismal,PEAR1,-0.2388428383
Organismal,PEBP1,0.0608577775
Organismal,PECAM1,0.6547644213
Organismal,PFDN2,0.0152528858
Organismal,PFKFB2,0.0265243748
Organismal,PGF,0.671254477
Organismal,PHOSPHO1,0.0771937074
Organismal,PI3,0.1095707013
Organismal,PIGR,-0.5443825619
Organismal,PIK3AP1,-0.0237097
Organismal,PIK3IP1,0.4197048884
Organismal,PILRB,0.0807968621
Organismal,PKLR,0.279250967
Organismal,PLA2G10,0.066542039
Organismal,PLA2G15,-0.2721678344
Organismal,PLA2G2A,-0.0258656965
Organismal,PLA2G4A,0.2797949823
Organismal,PLA2G7,-0.028226053
Organismal,PLAT,0.4449411789
Organismal,PLAU,0.2563228333
Organismal,PLAUR,-0.69022278
Organismal,PLIN3,-0.0392029801
Organismal,PLTP,-0.0538480345
Organismal,PLXNA4,0.0314749371
Organismal,PLXNB2,0.0101533248
Organismal,PLXNB3,0.546132524
Organismal,PM20D1,0.0162778405
Organismal,PMVK,0.076832082
Organismal,PNPT1,-0.0783965211
Organismal,PODXL2,-1.4600709508
Organismal,PON2,-0.04693894
Organismal,PPCDC,-0.0865232684
Organismal,PPIB,-0.0796991699
Organismal,PPM1A,0.0970322368
Organismal,PPME1,-0.1925619835
Organismal,PPP1R12A,-0.0781322646
Organismal,PPP1R2,0.3814892759
Organismal,PPP1R9B,0.1866384951
Organismal,PQBP1,0.038544361
Organismal,PRCP,-0.0020246993
Organismal,PRDX1,-0.1629803421
Organismal,PRDX3,0.0090228135
Organismal,PRDX5,0.0743243121
Organismal,PREB,-0.0178297675
Organismal,PRELP,0.435673036
Organismal,PRKAB1,-0.0741567802
Organismal,PRKAR1A,0.0595013243
Organismal,PRKCQ,-0.0277332126
Organismal,PROK1,-0.3362400992
Organismal,PRSS27,0.0697933983
Organismal,PRSS8,0.2013338442
Organismal,PRTFDC1,0.0919299059
Organismal,PRTG,-0.4727233764
Organismal,PSG1,0.0737065824
Organismal,PSIP1,-0.1086788243
Organismal,PSMA1,0.0416469758
Organismal,PSMD9,-0.027763434
Organismal,PSME1,0.0708571946
Organismal,PSME2,-0.1323470792
Organismal,PSMG3,0.0020867373
Organismal,PSPN,-0.2017602808
Organismal,PTEN,0.0794671579
Organismal,PTGDS,1.1232422838
Organismal,PTK7,-0.1211648351
Organismal,PTN,0.3178360659
Organismal,PTPN6,-0.1962753682
Organismal,PTPRF,0.3506434001
Organismal,PTPRM,0.5623679407
Organismal,PTPRN2,-1.7521639453
Organismal,PTPRS,-0.5575431483
Organismal,PTS,0.085391764
Organismal,PTX3,-0.3143902733
Organismal,PVR,-0.0354173298
Organismal,PXN,-0.0561816784
Organismal,QPCT,-0.0686312785
Organismal,RAB6A,0.2500994901
Organismal,RABEPK,-0.0250060539
Organismal,RABGAP1L,-0.0213804765
Organismal,RAD23B,0.0704783182
Organismal,RANGAP1,-0.0295362543
Organismal,RARRES1,0.0045336215
Organismal,RARRES2,-0.028001847
Organismal,RASA1,-0.0517820382
Organismal,RASSF2,-0.0197081725
Organismal,RBKS,0.1045772162
Organismal,RBP5,-0.0577165821
Organismal,RCOR1,-0.0175827852
Organismal,REG3A,0.2311323319
Organismal,RELT,-0.6077729591
Organismal,RET,-0.3269533919
Organismal,RGMA,-0.2849507717
Organismal,RGMB,-1.249806885
Organismal,RHOC,-0.1189702512
Organismal,RILP,-0.100140245
Organismal,RNF41,0.0106470274
Organismal,ROBO1,-1.6232620206
Organismal,ROBO2,-0.4327541702
Organismal,ROR1,0.3591196858
Organismal,RP2,0.1671271949
Organismal,RRM2,-0.1284428468
Organismal,RRM2B,0.0838823756
Organismal,RSPO1,0.2421633335
Organismal,RSPO3,0.223579232
Organismal,RTBDN,0.054199382
Organismal,RUVBL1,-0.0029586357
Organismal,RWDD1,0.0645571495
Organismal,S100A11,0.0985552439
Organismal,S100A16,0.0428498355
Organismal,S100A4,-0.1361233245
Organismal,S100P,-0.1720340798
Organismal,SAMD9L,0.0961275883
Organismal,SCAMP3,0.3783257501
Organismal,SCARA5,-0.0211173825
Organismal,SCARB2,-0.081168602
Organismal,SCARF1,-0.008675075
Organismal,SCARF2,2.4735017891
Organismal,SCG2,-0.4277953797
Organismal,SCG3,-0.2937433313
Organismal,SCGN,-0.1398426571
Organismal,SCLY,-0.3411698
Organismal,SCP2,-0.0096824273
Organismal,SDC1,-0.0529539067
Organismal,SDC4,0.0571863784
Organismal,SELE,-0.1201873236
Organismal,SELP,0.1569255885
Organismal,SEMA3F,0.0146228496
Organismal,SEMA4C,0.0302412319
Organismal,SEMA4D,0.0632459169
Organismal,SEMA7A,0.8925417522
Organismal,SEPTIN9,-0.133179275
Organismal,SERPINA9,0.0298626972
Organismal,SERPINB1,-0.1031629803
Organismal,SERPINB5,-0.0165522956
Organismal,SERPINB6,0.1759337612
Organismal,SERPINB8,-0.0359980172
Organismal,SERPINB9,-0.2466303494
Organismal,SESTD1,0.0558715113
Organismal,SEZ6L2,-0.1600855168
Organismal,SF3B4,0.0545059365
Organismal,SFRP1,0.0683525626
Organismal,SH2B3,-0.0207109097
Organismal,SH2D1A,-0.0586866525
Organismal,SHMT1,0.0441250714
Organismal,SIAE,-0.2924027872
Organismal,SIGLEC1,0.1452610989
Organismal,SIGLEC10,0.336873617
Organismal,SIGLEC6,0.2657813379
Organismal,SIRPA,0.0401587829
Organismal,SIRT2,-0.1546420449
Organismal,SIRT5,0.0642055663
Organismal,SIT1,-0.0426462433
Organismal,SKAP1,0.1155128396
Organismal,SKAP2,0.2500356202
Organismal,SLAMF1,-0.0074362155
Organismal,SLAMF6,-0.0105956269
Organismal,SLAMF7,-0.1774029808
Organismal,SLC16A1,-0.0112440711
Organismal,SLC27A4,-0.0133768715
Organismal,SLC39A14,-0.1337820626
Organismal,SLC39A5,0.1111330533
Organismal,SLIT2,-0.0418393305
Organismal,SLITRK2,0.364416464
Organismal,SLITRK6,-0.0551211369
Organismal,SMAD1,0.2298079431
Organismal,SMAD5,0.3507524844
Organismal,SMARCA2,0.0099860964
Organismal,SMOC1,0.0915465221
Organismal,SMOC2,-0.1543535541
Organismal,SMPD1,-0.1522077726
Organismal,SNAP23,0.02760939
Organismal,SNAP29,-0.1903526911
Organismal,SNCG,0.1240551667
Organismal,SNX9,-0.1458199942
Organismal,SOD1,-0.0116842289
Organismal,SORCS2,0.4873216056
Organismal,SORD,0.0139231154
Organismal,SORT1,0.0761805886
Organismal,SPARC,-0.0610380342
Organismal,SPARCL1,0.2871014222
Organismal,SPINK5,-0.1444812977
Organismal,SPINK6,0.0844866404
Organismal,SPINT1,-0.9560670463
Organismal,SPINT2,-0.1407067365
Organismal,SPON1,-0.2822583689
Organismal,SPON2,-0.7287377898
Organismal,SPP1,-0.2094772937
Organismal,SPRY2,-0.1270188899
Organismal,SRC,-0.1748762166
Organismal,SRP14,0.0743889403
Organismal,SRPK2,0.0403379098
Organismal,SSB,0.0947987318
Organismal,SSC4D,-0.0082618788
Organismal,SSC5D,0.2328586821
Organismal,ST3GAL1,-0.1543159824
Organismal,ST6GAL1,-0.2434245402
Organismal,STAMBP,0.076188746
Organismal,STAT5B,0.0995657565
Organismal,STC1,0.0228277954
Organismal,STC2,-0.6147095885
Organismal,STIP1,-0.0314438065
Organismal,STK11,-0.2070955648
Organismal,STK4,-0.0110976061
Organismal,STX16,-0.0009276562
Organismal,STX4,0.0312614947
Organismal,STX8,-0.0124423923
Organismal,STXBP3,0.0580331911
Organismal,SUGT1,0.045345151
Organismal,SULT1A1,-0.0361338866
Organismal,SULT2A1,0.0223756188
Organismal,SUMF2,-0.0292146526
Organismal,SUSD2,0.242409812
Organismal,TAFA5,-0.5986993965
Organismal,TARBP2,0.0676952541
Organismal,TBC1D17,-0.0144117921
Organismal,TBC1D23,0.0120357647
Organismal,TBC1D5,0.195276712
Organismal,TBCB,0.0421836763
Organismal,TBCC,-0.3627485024
Organismal,TCL1A,0.0688498306
Organismal,TCL1B,-0.0291972141
Organismal,TCN2,-0.069132346
Organismal,TDRKH,0.0579319203
Organismal,TFF3,-0.0415293429
Organismal,TFPI,0.2006743973
Organismal,TFPI2,-0.1102657249
Organismal,TFRC,-0.0513885065
Organismal,TGFB1,0.0442257059
Organismal,TGFBI,-0.0337548569
Organismal,TGFBR2,0.6150777363
Organismal,TGFBR3,-0.258802829
Organismal,TGM2,-0.2332894435
Organismal,THBS4,-0.3520664671
Organismal,THOP1,-0.5608688875
Organismal,THPO,-0.0469253631
Organismal,THY1,-0.4363399169
Organismal,TIE1,-0.0661467978
Organismal,TIGAR,0.0451665225
Organismal,TIMP1,0.4224601993
Organismal,TIMP3,0.0039524652
Organismal,TIMP4,0.166865532
Organismal,TINAGL1,0.1649465349
Organismal,TLR3,0.0272724769
Organismal,TMSB10,0.3537986897
Organismal,TNC,-0.0536333658
Organismal,TNF,-0.1028561784
Organismal,TNFRSF10A,0.0692434995
Organismal,TNFRSF10B,0.0594883274
Organismal,TNFRSF11A,-0.0890550176
Organismal,TNFRSF12A,-0.2470103203
Organismal,TNFRSF13B,0.3964014443
Organismal,TNFRSF14,-0.8033614778
Organismal,TNFRSF1A,-0.0694699148
Organismal,TNFRSF21,0.5821342008
Organismal,TNFRSF4,0.3519453869
Organismal,TNFRSF6B,-0.0044259202
Organismal,TNFRSF8,0.0247888585
Organismal,TNFRSF9,-0.016244355
Organismal,TNFSF10,-0.3119908439
Organismal,TNFSF11,0.0131526928
Organismal,TNFSF12,-0.0736169508
Organismal,TNFSF13,0.8483657471
Organismal,TNFSF13B,-0.568060717
Organismal,TNFSF14,0.0939244765
Organismal,TNXB,-0.9143357484
Organismal,TP53,-0.1054054559
Organismal,TP53INP1,-0.1217744194
Organismal,TPMT,-0.023116532
Organismal,TPP1,-0.0633867967
Organismal,TPSAB1,0.2222568713
Organismal,TPT1,-0.011936305
Organismal,TRAF2,0.2430367514
Organismal,TREM2,0.0922456055
Organismal,TRIAP1,-0.0906994041
Organismal,TRIM21,-0.014476765
Organismal,TRIM5,-0.0395829977
Organismal,TSLP,-0.0280054594
Organismal,TSPAN1,0.6673608701
Organismal,TST,0.1290695567
Organismal,TXLNA,0.1550736745
Organismal,TXNDC15,-0.1713439324
Organismal,TXNDC5,-0.0517613283
Organismal,TXNRD1,0.5278579549
Organismal,TYMP,-0.2407301787
Organismal,TYRO3,-0.4873519504
Organismal,UBAC1,-0.2754444301
Organismal,USO1,-0.0129895464
Organismal,USP8,0.0973568681
Organismal,UXS1,-0.2058112097
Organismal,VAMP5,-0.0013515913
Organismal,VASH1,0.0193299086
Organismal,VASN,0.1863914468
Organismal,VAT1,0.091584364
Organismal,VCAM1,0.2031917822
Organismal,VEGFA,-0.0262721982
Organismal,VEGFC,0.1249075614
Organismal,VEGFD,-0.1262083622
Organismal,VIM,-0.0016753437
Organismal,VMO1,0.0449455295
Organismal,VPS37A,-0.05867268
Organismal,VPS53,0.0642904089
Organismal,VSIG4,0.2021940948
Organismal,VSTM2L,-0.0409230034
Organismal,VTA1,-0.142841754
Organismal,VTCN1,-0.0927953726
Organismal,VWA1,-0.0328588549
Organismal,VWC2,0.209218681
Organismal,VWF,0.1399187959
Organismal,WARS,0.283954353
Organismal,WASF1,-0.0657792147
Organismal,WASF3,0.0093539044
Organismal,WFDC12,0.1057751331
Organismal,WFDC2,0.7990684165
Organismal,WFIKKN1,0.2315438173
Organismal,WIF1,-0.5503571927
Organismal,WNT9A,1.2088028936
Organismal,WWP2,0.127226536
Organismal,XCL1,-0.2106289557
Organismal,XG,-0.2835491357
Organismal,XPNPEP2,-0.0624794792
Organismal,XRCC4,-0.0051301105
Organismal,YES1,-0.27320674
Organismal,YTHDF3,-0.0302768877
Organismal,ZBTB16,0.068466421
Organismal,ZBTB17,0.0386108969
Heart,Intercept,57.3444288805
Heart,ITGB1BP2,-0.0817640664
Heart,NPPB,1.233447653
Heart,TNNI3,0.3870088713
Pancreas,Intercept,56.7935395911
Pancreas,AMY2A,2.8164712218
Pancreas,AMY2B,-2.4583996482
Pancreas,CELA3A,-0.4041329028
Pancreas,CLPS,0.0472119169
Pancreas,CPA1,-0.2190569667
Pancreas,CPA2,0.0546735096
Pancreas,CPB1,0.375875697
Pancreas,CTRB1,-0.8173272054
Pancreas,CTRC,-0.5093305178
Pancreas,GCG,-0.357292683
Pancreas,GP2,0.6042060341
Pancreas,KIRREL2,-0.4466134229
Pancreas,KLK1,0.3538311415
Pancreas,PLA2G1B,-1.3854161563
Pancreas,PNLIPRP2,-0.0036050326
Pancreas,PPY,1.2518243269
Pancreas,PRSS2,1.5637205445
Pancreas,REG1A,1.6202669886
Pancreas,REG1B,0.1702800978
Pancreas,SPINK1,1.9177043897
Adipose,Intercept,57.0926978282
Adipose,CD300LG,1.298064246
Adipose,FABP4,2.6196967832
Adipose,LEP,-0.6792693888
Adipose,PLIN1,0.7468520255
Esophagus,Intercept,57.1906125922
Esophagus,CST5,2.6929640629
Lung,Intercept,57.2124811389
Lung,AGER,-1.1597445621
Lung,ALPP,-0.1075079991
Lung,CCL18,1.3610925801
Lung,LAMP3,2.2806525336
Lung,SCGB1A1,2.3444400007
Lung,SCGB3A2,0.1825159829
Lung,SFTPA1,0.0411766514
Lung,SFTPA2,0.2718672408
Lung,SFTPD,1.0180273332
