Tissue,Protein,Coefficient
Conventional,CXCL1,-0.0086116102
Conventional,CXCL10,0.0451599295
Conventional,CXCL11,0.0201549106
Conventional,CXCL12,-0.2155102414
Conventional,CXCL13,0.020476132
Conventional,CXCL14,0.266377165
Conventional,CXCL16,-0.1592107817
Conventional,CXCL17,1.0811908348
Conventional,CXCL3,0.05067733
Conventional,CXCL5,0.050940115
Conventional,CXCL6,-0.0083558641
Conventional,CXCL8,-0.0074931672
Conventional,CXCL9,0.1031281109
Conventional,CYB5A,-0.0377443571
Conventional,CYB5R2,0.0839591166
Conventional,CYP24A1,0.0133338715
Conventional,CYTH3,-0.0134488521
Conventional,CYTL1,-0.796563586
Conventional,DAB2,0.1481401702
Conventional,DAG1,0.050418986
Conventional,DAPK2,-0.030031719
Conventional,DAPP1,0.0894762625
Conventional,DARS1,0.0450247503
Conventional,DBH,-0.0074872239
Conventional,DBI,-0.1139507639
Conventional,DBN1,-0.023680634
Conventional,DBNL,-0.0814620313
Conventional,DCBLD2,0.3293529238
Conventional,DCC,-0.0109656157
Conventional,DCDC2C,0.0006140058
Conventional,DCLRE1C,-0.0179748581
Conventional,DCN,0.4539648192
Conventional,DCTN2,0.0062861933
Conventional,DCTN6,-0.0501383813
Conventional,DCTPP1,0.0779767335
Conventional,DCUN1D1,-0.0522825123
Conventional,DCUN1D2,0.0218732465
Conventional,DCXR,-0.0206527228
Conventional,DDAH1,0.0234034486
Conventional,DDC,0.0485961034
Conventional,DDI2,0.0120057758
Conventional,DDT,0.1156639697
Conventional,DDX25,-0.0475102633
Conventional,DDX39A,0.0171534126
Conventional,DDX58,0.012813751
Conventional,DEFB103A_DEFB103B,0.0426750279
Conventional,DEFB104A_DEFB104B,-0.0418613259
Conventional,DEFB116,0.0353353099
Conventional,DEFB118,-0.057883873
Conventional,DEFB4A_DEFB4B,-0.0173540094
Conventional,DENR,0.0278391607
Conventional,DFFA,-0.083341652
Conventional,DGKZ,0.0054504838
Conventional,DHODH,0.0941886639
Conventional,DHRS4L2,-0.035604743
Conventional,DIABLO,0.0664583464
Conventional,DIPK2B,-0.0653069589
Conventional,DKK1,-0.0772307712
Conventional,DKK3,0.3272548464
Conventional,DKKL1,0.0667233406
Conventional,DLG4,-0.0070040589
Conventional,DLGAP5,0.0231026519
Conventional,DLK1,0.4205457791
Conventional,DLL4,-0.0119344762
Conventional,DMP1,-0.0431989051
Conventional,DNAJA4,-0.0017542091
Conventional,DNAJB1,0.0367319576
Conventional,DNAJB14,-0.0288353203
Conventional,DNAJB2,-0.1758264002
Conventional,DNAJB6,-0.1079863486
Conventional,DNAJB8,0.0100580708
Conventional,DNAJC21,0.0263204746
Conventional,DNAJC6,-0.066054902
Conventional,DNAJC9,0.0180419541
Conventional,DNER,-0.0854697639
Conventional,DNLZ,0.0296221085
Conventional,DNM1,-0.006899818
Conventional,DNM3,0.1085508649
Conventional,DNMBP,-0.0211078923
Conventional,DNPEP,0.1366502312
Conventional,DNPH1,0.0189424194
Conventional,DOC2B,0.013826258
Conventional,DOCK9,0.0383200445
Conventional,DOK1,-0.0104615457
Conventional,DPEP1,0.0371062465
Conventional,DPEP2,-0.0392350136
Conventional,DPP10,-0.0380756607
Conventional,DPP4,-0.2685614067
Conventional,DPP6,0.072375803
Conventional,DPP7,0.006503513
Conventional,DPT,0.2797170192
Conventional,DPY30,-0.1256156585
Conventional,DRAXIN,-0.0376123327
Conventional,DSC2,0.1008886158
Conventional,DSCAM,-0.0938506411
Conventional,DSG2,-0.0374231867
Conventional,DSG4,0.0727717482
Conventional,DTD1,-0.027151961
Conventional,DTNB,0.0093897734
Conventional,DTX2,0.0125479612
Conventional,DTX3,0.0710019723
Conventional,DTYMK,-0.1133481245
Conventional,DUOX2,0.0233889574
Conventional,DUSP13,-0.0547548792
Conventional,DUSP29,-0.0070242505
Conventional,DUSP3,-0.0041418328
Conventional,DUT,0.007353598
Conventional,DXO,0.0465200931
Conventional,DYNC1H1,0.0148340054
Conventional,DYNLT1,-0.0182036863
Conventional,DYNLT3,0.0407615697
Conventional,EBI3_IL27,0.1679265266
Conventional,ECE1,-0.1393669803
Conventional,ECHDC3,-0.0516148375
Conventional,ECHS1,0.0004676086
Conventional,ECI2,-0.0381268226
Conventional,ECM1,-0.0375349453
Conventional,ECSCR,0.0705850374
Conventional,EDA2R,1.1575122558
Conventional,EDAR,0.0083836807
Conventional,EDDM3B,0.044968374
Conventional,EDEM2,-0.0016489235
Conventional,EDF1,-0.0154101393
Conventional,EDIL3,-0.0283987476
Conventional,EDN1,-0.1132721139
Conventional,EDNRB,0.0135011456
Conventional,EEF1D,-0.0989675804
Conventional,EFCAB2,0.0118997397
Conventional,EFEMP1,0.908022977
Conventional,EFHD1,0.2567627448
Conventional,EFNA1,-0.0347932429
Conventional,EFNA4,-0.222623905
Conventional,EFNB2,0.0248275394
Conventional,EGF,-0.0837933134
Conventional,EGFL7,-0.0371408741
Conventional,EGFLAM,0.0293928791
Conventional,EGFR,-0.5004921115
Conventional,EGLN1,-0.0527125004
Conventional,EHBP1,-0.0618971634
Conventional,EHD3,-0.0811950304
Conventional,EIF1AX,0.0572473845
Conventional,EIF2AK2,0.0113173365
Conventional,EIF2AK3,0.0842497725
Conventional,EIF2S2,0.04842168
Conventional,EIF4EBP1,-0.068337618
Conventional,EIF4G1,-0.1155367029
Conventional,EIF4G3,-0.0032740511
Conventional,EIF5,0.0059473766
Conventional,ELAVL4,-0.0225991988
Conventional,ELN,1.6463583589
Conventional,ELOA,-0.0016150872
Conventional,ELOB,-0.0672590469
Conventional,ENAH,-0.0232600568
Conventional,ENDOU,0.1376059395
Conventional,ENG,-0.5487180645
Conventional,ENO1,-0.0291127504
Conventional,ENO2,0.0453177346
Conventional,ENO3,-0.12512913
Conventional,ENOPH1,-0.0175224398
Conventional,ENOX2,0.0318308403
Conventional,ENPP2,-0.4066487052
Conventional,ENPP5,-0.1175706089
Conventional,ENPP6,-0.0743689644
Conventional,ENPP7,0.0201772638
Conventional,ENSA,-0.0203997949
Conventional,ENTPD2,-0.0243928881
Conventional,ENTPD6,-0.0857623133
Conventional,ENTR1,-0.0203533319
Conventional,EP300,0.1108455235
Conventional,EPB41L5,-0.0246883535
Conventional,EPCAM,-0.0526418472
Conventional,EPGN,-0.0330614414
Conventional,EPHA1,0.1814766483
Conventional,EPHA10,0.0156325719
Conventional,EPHA4,-0.4482599601
Conventional,EPHB4,-0.0806563371
Conventional,EPHB6,-0.1349990007
Conventional,EPHX2,-0.0179806024
Conventional,EPN1,0.0629859732
Conventional,EPO,0.0431842854
Conventional,EPPK1,0.0063943598
Conventional,ERBB4,0.3020337249
Conventional,ERC2,-0.0206916145
Conventional,ERCC1,0.0235674294
Conventional,EREG,0.0704666245
Conventional,ERMAP,-0.0024253673
Conventional,ERN1,0.0559468087
Conventional,ERP29,-0.0371967421
Conventional,ERP44,0.106007979
Conventional,ERVV-1,-0.0169801173
Conventional,ESM1,0.0206439224
Conventional,ESPL1,0.021461716
Conventional,ESR1,0.0836545951
Conventional,EVI2B,0.0478470677
Conventional,EVPL,0.0263133973
Conventional,EXTL1,0.0023063453
Conventional,EZR,-0.061300222
Conventional,F10,-0.0919078857
Conventional,F11,0.0302906257
Conventional,F11R,-0.286556948
Conventional,F12,-0.0518049758
Conventional,F13B,0.1636371122
Conventional,F2R,0.0650160423
Conventional,F3,0.0655115905
Conventional,F9,0.1741246644
Conventional,FABP1,0.0972180652
Conventional,FABP2,-0.0487201724
Conventional,FABP3,0.0055784068
Conventional,FABP4,-0.2964833828
Conventional,FABP5,-0.1084795741
Conventional,FABP6,-0.0301684367
Conventional,FABP9,-0.084867785
Conventional,FAM13A,-0.0896533222
Conventional,FAM171A2,-0.0003675449
Conventional,FAM171B,-0.0685900463
Conventional,FAM172A,-0.0427250633
Conventional,FAM20A,-0.0186695268
Conventional,FAM3B,-0.0637795654
Conventional,FAM3C,0.1198815194
Conventional,FAM3D,0.0256421981
Conventional,FAP,0.4182713477
Conventional,FAS,0.0435394496
Conventional,FASLG,-0.3214113269
Conventional,FBLN2,-0.9955347991
Conventional,FBN2,-0.069210259
Conventional,FBP1,-0.0141426288
Conventional,FCAMR,0.0011918432
Conventional,FCER1A,0.0534489615
Conventional,FCER2,0.0481276889
Conventional,FCGR2A,0.0638844313
Conventional,FCGR2B,0.0132016971
Conventional,FCN1,0.0751212928
Conventional,FCN2,0.0272845925
Conventional,FCRL1,-0.0717793266
Conventional,FCRL2,0.2088946937
Conventional,FCRL3,0.0138124622
Conventional,FCRL5,-0.072390368
Conventional,FCRL6,0.0347741218
Conventional,FCRLB,-0.0486198656
Conventional,FDX1,-0.0485992347
Conventional,FDX2,-0.0351551709
Conventional,FEN1,0.0594413474
Conventional,FES,0.0896373471
Conventional,FETUB,-0.1194066781
Conventional,FGA,0.291823675
Conventional,FGF12,-0.0171909066
Conventional,FGF16,0.0186866351
Conventional,FGF19,0.0904996742
Conventional,FGF2,-0.0468004123
Conventional,FGF20,0.0419819429
Conventional,FGF21,-0.0114435585
Conventional,FGF23,-0.1621233213
Conventional,FGF5,0.2522890653
Conventional,FGF7,-0.0155755075
Conventional,FGF9,-0.0223726947
Conventional,FGFBP1,-0.0135693999
Conventional,FGFBP2,0.0526442893
Conventional,FGFBP3,0.3516276248
Conventional,FGFR4,-0.0458519288
Conventional,FGL1,-0.0616897383
Conventional,FH,-0.0204391552
Conventional,FHIT,-0.0464472311
Conventional,FIS1,-0.07947975
Conventional,FKBP14,-0.0085911981
Conventional,FKBP1B,0.0038896913
Conventional,FKBP4,-0.0467418006
Conventional,FKBPL,0.0333677282
Conventional,FLI1,0.0076982085
Conventional,FLT1,-0.0775948511
Conventional,FLT3,-0.0838367154
Conventional,FLT3LG,0.3587846572
Conventional,FLT4,0.2337189693
Conventional,FMNL1,-0.0216108814
Conventional,FN1,0.0081091536
Conventional,FNDC1,-0.0159189318
Conventional,FOLH1,-0.0802829698
Conventional,FOLR1,-0.0647201661
Conventional,FOLR2,0.1507399643
Conventional,FOLR3,0.0250016709
Conventional,FOS,0.0329375063
Conventional,FOSB,-0.0141226712
Conventional,FOXJ3,-0.0572617756
Conventional,FOXO1,-0.0170242935
Conventional,FOXO3,-0.0091593387
Conventional,FRMD7,0.0176117897
Conventional,FRZB,0.1225668599
Conventional,FSHB,0.3824115996
Conventional,FST,0.047983403
Conventional,FSTL1,-0.2796111339
Conventional,FSTL3,0.2003422087
Conventional,FTCD,0.0383129242
Conventional,FUCA1,-0.0091979768
Conventional,FUOM,-0.0174237682
Conventional,FURIN,0.1295954056
Conventional,FUS,-0.0526068752
Conventional,FUT1,-0.0242262704
Conventional,FUT3_FUT5,0.0070781114
Conventional,FUT8,0.0015860148
Conventional,FXN,-0.0637211398
Conventional,FXYD5,-0.0678997649
Conventional,FYB1,0.1492160646
Conventional,FZD10,-0.0221897768
Conventional,FZD8,-0.0029744689
Conventional,GABARAP,-0.0109954668
Conventional,GABRA4,-0.0282435609
Conventional,GAD1,0.0048363411
Conventional,GAD2,0.0328329172
Conventional,GADD45GIP1,0.0243048823
Conventional,GAGE2A,-0.0064400588
Conventional,GALNT10,0.0331996995
Conventional,GALNT3,-0.0596916509
Conventional,GALNT7,-0.1373770623
Conventional,GAMT,0.0412203589
Conventional,GAPDH,-0.0517598289
Conventional,GART,0.0422563724
Conventional,GAS6,-0.492139712
Conventional,GASK1A,-0.0210517754
Conventional,GAST,0.0264196987
Conventional,GATD3,0.135457728
Conventional,GBA,-0.0446986257
Conventional,GBP1,-0.0052748971
Conventional,GBP2,0.0017438512
Conventional,GBP4,0.0211724107
Conventional,GC,-0.0443723207
Conventional,GCG,-0.0395111089
Conventional,GCHFR,-0.1618299016
Conventional,GCNT1,0.0421463749
Conventional,GDF15,0.6136552709
Conventional,GDF2,-0.0584338154
Conventional,GDNF,-0.0005681284
Conventional,GET3,-0.03736145
Conventional,GFAP,0.8408914233
Conventional,GFOD2,-0.003714269
Conventional,GFRA1,-0.427000187
Conventional,GFRA2,0.0485515057
Conventional,GFRAL,0.3510807121
Conventional,GGA1,-0.0131966076
Conventional,GGH,-0.0974181977
Conventional,GGT1,-0.0185445756
Conventional,GGT5,-0.1141870632
Conventional,GH1,0.0258997425
Conventional,GH2,-0.0041280201
Conventional,GHR,-0.023102693
Conventional,GHRHR,0.015214129
Conventional,GHRL,-0.0612990843
Conventional,GID8,-0.0712709009
Conventional,GIGYF2,0.0249294728
Conventional,GIMAP7,0.0190674531
Conventional,GIMAP8,0.0426691032
Conventional,GIP,0.7510634254
Conventional,GIPC2,0.292459472
Conventional,GIPC3,-0.0327268946
Conventional,GIT1,-0.0032196501
Conventional,GJA8,0.0023107826
Conventional,GKN1,-0.0038695697
Conventional,GLA,-0.0056250929
Conventional,GLB1,0.123587712
Conventional,GLI2,0.0210279671
Conventional,GLO1,-0.0320865019
Conventional,GLOD4,0.0981398914
Conventional,GLP1R,0.0162921106
Conventional,GLRX5,-0.0733580253
Conventional,GLT8D2,-0.0432878937
Conventional,GLYR1,0.0077921665
Conventional,GM2A,0.007190679
Conventional,GMFG,-0.0504997413
Conventional,GMPR,0.0470655268
Conventional,GMPR2,-0.0650968522
Conventional,GNAS,-0.0876041349
Conventional,GNE,-0.0011216158
Conventional,GNGT1,0.0077445278
Conventional,GNLY,-0.0003777212
Conventional,GNPDA1,0.0265168984
Conventional,GNPDA2,0.1762910705
Conventional,GOLGA3,0.0157413866
Conventional,GORASP2,0.0530719562
Conventional,GP1BA,0.1274531886
Conventional,GP1BB,0.0323793677
Conventional,GP2,0.1141300803
Conventional,GP6,-0.036200414
Conventional,GPA33,0.0259497288
Conventional,GPC5,-0.0398125884
Conventional,GPD1,-0.0900219955
Conventional,GPHA2,0.0431441847
Conventional,GPI,-0.0353727251
Conventional,GPIHBP1,0.020438171
Conventional,GPKOW,-0.0629362751
Conventional,GPNMB,-0.1271782294
Conventional,GPR101,-0.0009911262
Conventional,GPR15L,0.0018149185
Conventional,GPR37,-0.0408977032
Conventional,GPRC5C,-0.0143697969
Conventional,GRAP2,0.2180788666
Conventional,GRIK2,0.142411704
Conventional,GRIN2B,-0.0179089589
Conventional,GRK5,-0.0318846743
Conventional,GRP,-0.0720332179
Conventional,GRPEL1,0.0478161433
Conventional,GRSF1,0.0311767872
Conventional,GSAP,-0.0124114589
Conventional,GSR,-0.0868704628
Conventional,GSTA1,-0.0763667017
Conventional,GSTA3,0.0292323755
Conventional,GSTM4,-0.0132437978
Conventional,GSTP1,0.0539836081
Conventional,GSTT2B,0.0127324783
Conventional,GTF2IRD1,-0.0125947964
Conventional,GTPBP2,0.120955916
Conventional,GUCA2A,-0.0514898468
Conventional,GUCY2C,-0.0422729849
Conventional,GUK1,-0.0224572706
Conventional,GYS1,0.0731002202
Conventional,GZMA,-0.08305709
Conventional,GZMB,0.0948315335
Conventional,GZMH,-0.0105718845
Conventional,HADH,0.0333576895
Conventional,HAO1,-0.0089812726
Conventional,HARS1,0.0370302348
Conventional,HAVCR1,0.1649384535
Conventional,HAVCR2,-0.0213839096
Conventional,HBEGF,3.7737e-06
Conventional,HBQ1,-0.1341277093
Conventional,HBZ,0.0114511752
Conventional,HCG22,-0.0355007961
Conventional,HCLS1,-0.0054249369
Conventional,HDAC8,0.0243662396
Conventional,HDAC9,0.0186548199
Conventional,HDDC2,-0.0271345984
Conventional,HDGF,0.0145591475
Conventional,HDGFL2,-0.0522866509
Conventional,HEBP1,-0.0219605646
Conventional,HEG1,-0.0481207375
Conventional,HEPACAM2,0.1279875606
Conventional,HEXIM1,-0.0103446513
Conventional,HGF,-0.1639055255
Conventional,HGFAC,0.1375893113
Conventional,HGS,-0.062034618
Conventional,HHEX,-0.0159916162
Conventional,HIF1A,-0.0145982663
Conventional,HIP1,-0.0105260988
Conventional,HIP1R,-0.0997997266
Conventional,HJV,0.0465191204
Conventional,HLA-A,0.0123900237
Conventional,HLA-DRA,-0.003495752
Conventional,HMBS,-0.0638396668
Conventional,HMCN2,-0.1435453083
Conventional,HMGCS1,0.0209426006
Conventional,HMMR,0.002164904
Conventional,HMOX1,-0.0052039583
Conventional,HMOX2,-0.0273605825
Conventional,HNF1A,-0.0749508128
Conventional,HNMT,0.0568137325
Conventional,HPCAL1,0.0515656423
Conventional,HPGDS,0.0324736159
Conventional,HPSE,0.0145336761
Conventional,HRAS,-0.034341077
Conventional,HRC,-0.147428415
Conventional,HS3ST3B1,-0.0073309366
Conventional,HS6ST2,-0.1540458723
Conventional,HSBP1,0.0424698037
Conventional,HSD11B1,-0.3669656623
Conventional,HSD17B14,-0.0399581003
Conventional,HSD17B3,0.0621121244
Conventional,HSDL2,-0.0242352349
Conventional,HSP90B1,-0.0121435712
Conventional,HSPA1A,-0.1767613154
Conventional,HSPA2,-0.0706412724
Conventional,HSPB1,-0.0078214235
Conventional,HSPB6,0.11057343
Conventional,HSPG2,-0.4210868668
Conventional,HTR1A,-0.0256720407
Conventional,HTR1B,0.0531933837
Conventional,HTRA2,-0.1370167394
Conventional,HYAL1,0.0508686822
Conventional,HYOU1,-0.0970371609
Conventional,ICAM1,0.0551824033
Conventional,ICAM2,-0.0090125285
Conventional,ICAM3,0.153961438
Conventional,ICAM5,-0.0671647598
Conventional,ICOSLG,-0.1537613042
Conventional,ID4,0.0162553514
Conventional,IDI2,0.0532061894
Conventional,IDO1,0.0641204615
Conventional,IDUA,0.0070514168
Conventional,IFI30,-0.0777742179
Conventional,IFIT1,0.0861325465
Conventional,IFIT3,0.1074892114
Conventional,IFNG,-0.0008883188
Conventional,IFNGR2,-0.0054603673
Conventional,IFNL1,-0.0023728628
Conventional,IFNLR1,-0.0638743203
Conventional,IGBP1,0.0088476179
Conventional,IGDCC3,0.0070335491
Conventional,IGDCC4,-0.9567284286
Conventional,IGF1R,0.1274918741
Conventional,IGF2BP3,0.0232159108
Conventional,IGF2R,0.0798645256
Conventional,IGFBP1,-0.0972708713
Conventional,IGFBP2,0.0956110655
Conventional,IGFBP3,0.1073893385
Conventional,IGFBP4,0.0571194566
Conventional,IGFBP6,0.1833207913
Conventional,IGFBP7,-0.0301327036
Conventional,IGFBPL1,0.0448709228
Conventional,IGFL4,-0.0509615088
Conventional,IGHMBP2,-0.0566544522
Conventional,IGLC2,-0.1381511046
Conventional,IGLON5,0.004977734
Conventional,IGSF21,-0.0197752089
Conventional,IGSF3,-0.110143292
Conventional,IGSF8,-0.2102688551
Conventional,IGSF9,0.1324415127
Conventional,IKBKG,0.0174281175
Conventional,IL10,-0.0347590546
Conventional,IL10RA,-0.0046081733
Conventional,IL11,0.0166893989
Conventional,IL12A_IL12B,-0.0312016969
Conventional,IL12RB1,-0.0034533296
Conventional,IL12RB2,0.004520815
Conventional,IL13,-0.023375258
Conventional,IL13RA1,-0.0263435166
Conventional,IL15,-0.2729724963
Conventional,IL15RA,-0.0267009757
Conventional,IL16,0.075725534
Conventional,IL17A,-0.0320247438
Conventional,IL17C,0.0352093721
Conventional,IL17D,0.331599264
Conventional,IL17F,-0.0039042491
Conventional,IL17RB,0.0579583065
Conventional,IL18,0.0498000371
Conventional,IL18BP,0.1320599357
Conventional,IL18R1,-0.0001018667
Conventional,IL18RAP,-0.0360913662
Conventional,IL1A,0.0176446395
Conventional,IL1B,0.002347987
Conventional,IL1R1,-0.2153738161
Conventional,IL1R2,-0.0091720654
Conventional,IL1RAP,0.0308358299
Conventional,IL1RL1,-0.0928829695
Conventional,IL1RL2,0.1779664604
Conventional,IL1RN,-0.0029642936
Conventional,IL2,-0.0347497674
Conventional,IL20,0.0354851428
Conventional,IL20RA,0.0107375797
Conventional,IL20RB,0.0305441897
Conventional,IL22,0.070600988
Conventional,IL25,0.000555918
Conventional,IL2RB,-0.0657737462
Conventional,IL2RG,0.0196183008
Conventional,IL3,-0.0089838166
Conventional,IL31,0.0373128596
Conventional,IL31RA,-0.1039069369
Conventional,IL32,0.0275256058
Conventional,IL33,0.0160421053
Conventional,IL36A,-0.0547408275
Conventional,IL36G,0.0003495335
Conventional,IL3RA,-0.1864989804
Conventional,IL4,-0.0019141384
Conventional,IL4R,-0.0187115929
Conventional,IL5,-0.0141161985
Conventional,IL5RA,0.1615302783
Conventional,IL6,0.0294672386
Conventional,IL6R,-0.0682461825
Conventional,IL7,0.030924868
Conventional,IL7R,-0.1062090214
Conventional,IL9,0.009555225
Conventional,ILKAP,0.01463409
Conventional,IMPA1,0.0282812724
Conventional,IMPACT,0.0875728048
Conventional,IMPG1,-0.030295149
Conventional,ING1,-0.0338342146
Conventional,INHBC,0.1616700986
Conventional,INPP1,0.0106129775
Conventional,INPP5D,0.0160345452
Conventional,INPPL1,-0.0291238642
Conventional,INSL3,-0.2186186288
Conventional,INSL5,-0.0168208426
Conventional,INSR,0.0475016442
Conventional,IPCEF1,-0.0798759957
Conventional,IQGAP2,0.0046656743
Conventional,IRAG2,-0.044461405
Conventional,IRAK1,0.001284845
Conventional,IRAK4,0.000867727
Conventional,ISLR2,-0.13032124
Conventional,ISM2,0.0012485705
Conventional,IST1,-0.0747032196
Conventional,ITGA11,-0.0265903585
Conventional,ITGA2,-0.0915753254
Conventional,ITGA5,-0.0657123185
Conventional,ITGAL,0.0914426119
Conventional,ITGAV,0.7930104454
Conventional,ITGAX,0.0013345059
Conventional,ITGB1BP1,-0.0118403864
Conventional,ITGB1BP2,-0.0645013389
Conventional,ITGB5,0.6736236346
Conventional,ITGB6,-0.0311633361
Conventional,ITGB7,-0.2107774409
Conventional,ITGBL1,0.2709292278
Conventional,ITIH3,0.0026452605
Conventional,ITIH4,-0.1066914635
Conventional,ITIH5,-0.0962627165
Conventional,ITM2A,0.0176644711
Conventional,ITPR1,-0.013601928
Conventional,IVD,0.0301360999
Conventional,IZUMO1,-0.0206565186
Conventional,JAM2,-0.0751331822
Conventional,JCHAIN,0.0584680893
Conventional,JMJD1C,0.0353304673
Conventional,JPT2,-0.0238397191
Conventional,JUN,-6.3172e-05
Conventional,KAZALD1,-0.0796659733
Conventional,KAZN,-0.0201217426
Conventional,KCNC4,-0.0124967979
Conventional,KCNH2,-0.0099043125
Conventional,KCNIP4,-0.062382814
Conventional,KCTD5,0.0321158062
Conventional,KDM3A,0.0470876149
Conventional,KDR,-0.0232213763
Conventional,KEL,-0.0146122113
Conventional,KHDC3L,0.0466460765
Conventional,KHK,-0.0150843596
Conventional,KIAA0319,0.0268015879
Conventional,KIAA1549,-0.0180967923
Conventional,KIAA2013,-0.0200880781
Conventional,KIF1C,-0.0650980882
Conventional,KIF20B,0.0019133714
Conventional,KIF22,0.0327389892
Conventional,KIFBP,0.0390178111
Conventional,KIR2DL2,0.0828658662
Conventional,KIR2DL3,-0.003663323
Conventional,KIR2DS4,0.0169706854
Conventional,KIR3DL1,-0.0023820297
Conventional,KIRREL1,0.0157698498
Conventional,KIRREL2,-0.0969863091
Conventional,KIT,-0.5308822306
Conventional,KLB,-0.0252150055
Conventional,KLF4,-0.0559379292
Conventional,KLHL41,-0.0876637465
Conventional,KLK1,0.028204683
Conventional,KLK10,-0.1729964998
Conventional,KLK11,0.0772893569
Conventional,KLK12,0.0241516289
Conventional,KLK13,-0.0809939113
Conventional,KLK14,-0.2308071756
Conventional,KLK15,0.0641838651
Conventional,KLK3,0.3563983306
Conventional,KLK4,0.1969848575
Conventional,KLK6,0.2930174041
Conventional,KLK7,-0.3059122902
Conventional,KLK8,-0.2944430223
Conventional,KLKB1,0.0155130514
Conventional,KLRB1,0.0226888209
Conventional,KLRC1,-0.0168681539
Conventional,KLRD1,0.0544481726
Conventional,KLRF1,0.1689390921
Conventional,KLRK1,-0.1735626053
Conventional,KRT14,-0.0145473246
Conventional,KRT17,0.0797951463
Conventional,KRT18,-0.162966203
Conventional,KRT19,-0.0114209022
Conventional,KRT5,-0.0965032177
Conventional,KRT6C,-0.0533590949
Conventional,KRT8,0.0760725142
Conventional,KYAT1,0.0609485878
Conventional,L1CAM,0.6262079234
Conventional,L3HYPDH,0.1186882462
Conventional,LACRT,-0.0395184374
Conventional,LACTB2,0.0479169123
Conventional,LAG3,0.1271043153
Conventional,LAIR2,0.0003571446
Conventional,LAMA4,-0.3488199451
Conventional,LAMB1,0.0266745553
Conventional,LAMP1,0.039800797
Conventional,LAMP2,-0.0143566322
Conventional,LAMP3,0.0277836076
Conventional,LAP3,0.0842191228
Conventional,LARP1,-0.0100523417
Conventional,LAT2,-0.0145259102
Conventional,LATS1,-0.0174066092
Conventional,LAYN,0.1798445461
Conventional,LBP,-0.0273085522
Conventional,LBR,-0.1975688951
Conventional,LCAT,-0.0474722985
Conventional,LCN15,-0.0183647042
Conventional,LCN2,0.0284526042
Conventional,LCP1,-0.0267314411
Conventional,LDLR,0.0277796072
Conventional,LDLRAP1,-0.0308959931
Conventional,LECT2,0.4459430036
Conventional,LEFTY2,0.2074691186
Conventional,LEG1,-0.0404910453
Conventional,LEO1,0.088114465
Conventional,LEP,-0.1737665336
Conventional,LEPR,0.2106277099
Conventional,LETM1,0.0041712812
Conventional,LGALS1,-0.0655243195
Conventional,LGALS3BP,-0.074734238
Conventional,LGALS4,0.1015637394
Conventional,LGALS7_LGALS7B,0.073839153
Conventional,LGALS9,-0.0784891625
Conventional,LGMN,-0.0131548336
Conventional,LHB,0.0169787932
Conventional,LHPP,0.0487655124
Conventional,LIF,0.013481105
Conventional,LILRA2,0.0156635107
Conventional,LILRA5,-0.0780218466
Conventional,LILRB1,0.0073889761
Conventional,LILRB4,-0.1931749197
Conventional,LILRB5,0.0353206727
Conventional,LMNB2,0.0503801025
Conventional,LMOD1,0.0690118015
Conventional,LMOD2,-0.0089849275
Conventional,LONP1,-0.0220761986
Conventional,LPA,0.000619602
Conventional,LPCAT2,-0.0467291767
Conventional,LPL,-0.0039765221
Conventional,LPO,-0.2205243302
Conventional,LRCH4,-0.0946016602
Conventional,LRFN2,-0.0633794035
Conventional,LRG1,0.0985584741
Conventional,LRIG1,-0.0502514602
Conventional,LRP1,0.2014897526
Conventional,LRP11,0.0389160903
Conventional,LRP2BP,0.0195706866
Conventional,LRPAP1,-0.0681887501
Conventional,LRRC25,-0.1547398888
Conventional,LRRC37A2,0.017535789
Conventional,LRRC38,-0.0274434747
Conventional,LRRC59,-0.0159504144
Conventional,LRRN1,-0.0912836933
Conventional,LRTM1,-0.0472692152
Conventional,LSM8,0.0147318211
Conventional,LSP1,0.0069469313
Conventional,LTA,-0.1273043655
Conventional,LTA4H,-0.2252821551
Conventional,LTBP2,0.8518065035
Conventional,LTBP3,0.0415640316
Conventional,LTBR,-0.0779440438
Conventional,LUZP2,-0.0742289101
Conventional,LXN,0.1307777026
Conventional,LY6D,0.1482233307
Conventional,LY75,0.0058623278
Conventional,LY96,0.0325482695
Conventional,LYAR,0.0310064404
Conventional,LYN,-0.0433215172
Conventional,LYPD1,-0.0155845478
Conventional,LYPD3,-0.2570973848
Conventional,LYPD8,-0.0897574094
Conventional,LYPLA2,0.0112971146
Conventional,LYSMD3,-0.0145441173
Conventional,LYVE1,-0.1286510467
Conventional,LYZL2,0.0435392662
Conventional,MAD1L1,-0.02188068
Conventional,MAG,0.0187874079
Conventional,MAGEA3,-0.0228398779
Conventional,MAGED1,-0.0026849506
Conventional,MAMDC2,-0.1612192623
Conventional,MAMDC4,0.0762423757
Conventional,MAN2B2,0.0515317395
Conventional,MANEAL,0.039254669
Conventional,MANF,0.0324391958
Conventional,MANSC4,0.0702686065
Conventional,MAP1LC3A,-0.0192595993
Conventional,MAP1LC3B2,-0.0015978744
Conventional,MAP2,-0.0440101696
Conventional,MAP2K1,-0.0851603506
Conventional,MAP2K6,0.0149066464
Conventional,MAP3K5,-0.0103728035
Conventional,MAP4K5,-0.0183318523
Conventional,MAPK13,-0.0101705178
Conventional,MAPK9,-0.0146233095
